Row, Col, Ala, Ala %SD, Ala/Cr+PCr, Asp, Asp %SD, Asp/Cr+PCr, Cr, Cr %SD, Cr/Cr+PCr, PCr, PCr %SD, PCr/Cr+PCr, GABA, GABA %SD, GABA/Cr+PCr, Glc, Glc %SD, Glc/Cr+PCr, Gln, Gln %SD, Gln/Cr+PCr, Glu, Glu %SD, Glu/Cr+PCr, GPC, GPC %SD, GPC/Cr+PCr, PCh, PCh %SD, PCh/Cr+PCr, GSH, GSH %SD, GSH/Cr+PCr, Ins, Ins %SD, Ins/Cr+PCr, Lac, Lac %SD, Lac/Cr+PCr, NAA, NAA %SD, NAA/Cr+PCr, NAAG, NAAG %SD, NAAG/Cr+PCr, Scyllo, Scyllo %SD, Scyllo/Cr+PCr, Tau, Tau %SD, Tau/Cr+PCr, -CrCH2, -CrCH2 %SD, -CrCH2/Cr+PCr, GPC+PCh, GPC+PCh %SD, GPC+PCh/Cr+PCr, NAA+NAAG, NAA+NAAG %SD, NAA+NAAG/Cr+PCr, Cr+PCr, Cr+PCr %SD, Cr+PCr/Cr+PCr, Glu+Gln, Glu+Gln %SD, Glu+Gln/Cr+PCr, Lip13a, Lip13a %SD, Lip13a/Cr+PCr, Lip13b, Lip13b %SD, Lip13b/Cr+PCr, Lip09, Lip09 %SD, Lip09/Cr+PCr, MM09, MM09 %SD, MM09/Cr+PCr, Lip20, Lip20 %SD, Lip20/Cr+PCr, MM20, MM20 %SD, MM20/Cr+PCr, MM12, MM12 %SD, MM12/Cr+PCr, MM14, MM14 %SD, MM14/Cr+PCr, MM17, MM17 %SD, MM17/Cr+PCr, Lip13a+Lip13b, Lip13a+Lip13b %SD, Lip13a+Lip13b/Cr+PCr, MM14+Lip13a+L, MM14+Lip13a+L %SD, MM14+Lip13a+L/Cr+PCr, MM09+Lip09, MM09+Lip09 %SD, MM09+Lip09/Cr+PCr, MM20+Lip20, MM20+Lip20 %SD, MM20+Lip20/Cr+PCr
  1,   1,    0.000,  999,    0.000,    0.000,  999,    0.000,    2.245,   14,    0.331,    4.537,    8,    0.669,    0.693,   51,    0.102,    1.248,   22,    0.184,    2.747,   19,    0.405,    9.320,    5,    1.374,    1.742,    3,    0.257,    0.000,  999,    0.000,    1.655,   11,    0.244,    5.544,    3,    0.817,    1.545,   18,    0.228,    8.962,    2,    1.321,    0.886,   24,    0.131, 3.38E-02,  130,  5.0E-03,    1.195,   18,    0.176,    1.940,   10,    0.286,    1.742,    3,    0.257,    9.849,    2,    1.452,    6.782,    2,    1.000,   12.067,    4,    1.779,    1.883,   65,    0.278,    0.000,  999,    0.000,    0.545,   97,  8.0E-02,    5.158,   12,    0.761, 8.74E-02,  386,  1.3E-02,    6.854,   13,    1.011,    1.645,   37,    0.243,    2.237,   30,    0.330,    0.000,  999,    0.000,    1.883,   65,    0.278,    5.766,   13,    0.850,    5.703,    7,    0.841,    6.941,   12,    1.023
